country,year,district,party,dy,dpy,magnitude,logM,name,female,prerank,rankpost,rankdif,pvotes_perc,dvotes_perc,topTier,incumbent,fcopartisan_p,female_perc,distTop,topTierInd,rankdif_mag,roomUPmag
ecu,2002,azuay,MPD/PS-FA,azuay-2002,azuay-MPD/PS-FA-2002,5,1.609437912,CARRASCO VICUÑA CARLOS MARX                                                                        ,0,2,2,0,26.70043415,2.52038022,1,0,0.4,0.414285714,0.071428571,0,0,0.2
ecu,2002,azuay,MPD/PS-FA,azuay-2002,azuay-MPD/PS-FA-2002,5,1.609437912,MARIN CASTANIER ROLANDO BOLIVAR                                                                     ,0,5,4,-1,12.86916439,1.214781272,1,0,0.4,0.414285714,0.071428571,0,-0.2,0.8
ecu,2002,azuay,PSP/MUPP,azuay-2002,azuay-PSP/MUPP-2002,5,1.609437912,DE JESUS SAQUINAULA GLORIA BEATRIZ                                                                  ,1,2,2,0,20.01188191,2.215546519,0,0,0.6,0.414285714,0.071428571,0,0,0.2
ecu,2002,azuay,PLRE,azuay-2002,azuay-PLRE-2002,5,1.609437912,MATUTE TAPIA JULIO CESAR                                                                            ,0,5,5,0,13.88511494,0.323174318,0,0,0.4,0.414285714,0.071428571,0,0,0.8
ecu,2002,azuay,PLRE,azuay-2002,azuay-PLRE-2002,5,1.609437912,PEREZ JARAMILLO HECTOR HUMBERTO                                                                     ,0,1,1,0,35.93826422,0.836458617,0,0,0.4,0.414285714,0.071428571,0,0,0
ecu,2002,azuay,MPD/PS-FA,azuay-2002,azuay-MPD/PS-FA-2002,5,1.609437912,PORTILLA ALVAREZ ORLANDO EFREN                                                                      ,0,4,5,1,12.44305087,1.174558402,1,0,0.4,0.414285714,0.071428571,0,0.2,0.6
ecu,2002,azuay,PRIAN,azuay-2002,azuay-PRIAN-2002,5,1.609437912,TELLO CASTRO TELMO LEOPOLDO                                                                         ,0,1,1,0,23.7110547,1.949291357,0,0,0.4,0.414285714,0.071428571,0,0,0
ecu,2002,azuay,ID,azuay-2002,azuay-ID-2002,5,1.609437912,MEDINA ZEA XIMENA INES                                                                              ,1,4,4,0,17.46988181,5.80891607,0,0,0.4,0.414285714,0.071428571,0,0,0.6
ecu,2002,azuay,MPD/PS-FA,azuay-2002,azuay-MPD/PS-FA-2002,5,1.609437912,MERCHAN MARIA GERARDINA                                                                             ,1,3,3,0,13.67315217,1.29067348,1,0,0.4,0.414285714,0.071428571,0,0,0.4
ecu,2002,azuay,ID,azuay-2002,azuay-ID-2002,5,1.609437912,MONSALVE VINTIMILLA DIEGO FRANCISCO                                                                 ,0,2,2,0,19.5263256,6.492704862,0,0,0.4,0.414285714,0.071428571,0,0,0.2
ecu,2002,azuay,PLRE,azuay-2002,azuay-PLRE-2002,5,1.609437912,CARRASCO WEBSTER ROSANA                                                                             ,1,4,4,0,14.70028803,0.34214737,0,0,0.4,0.414285714,0.071428571,0,0,0.6
ecu,2002,azuay,PSP/MUPP,azuay-2002,azuay-PSP/MUPP-2002,5,1.609437912,LOPEZ MORENO MIGUEL EDUARDO                                                                         ,0,1,1,0,24.18997349,2.678109525,0,0,0.6,0.414285714,0.071428571,0,0,0
ecu,2002,azuay,MPD/PS-FA,azuay-2002,azuay-MPD/PS-FA-2002,5,1.609437912,LARRIVA GONZALEZ TERESA GUADALUPE                                                                   ,1,1,1,0,34.31419842,3.239079428,1,0,0.4,0.414285714,0.071428571,1,0,0
ecu,2002,azuay,ID,azuay-2002,azuay-ID-2002,5,1.609437912,CEVALLOS MUÑOZ ANA LUCIA                                                                           ,1,3,3,0,18.7853059,6.24630816,0,0,0.4,0.414285714,0.071428571,0,0,0.4
ecu,2002,azuay,TSI,azuay-2002,azuay-TSI-2002,5,1.609437912,CEDILLO GUERRERO ROSA ENRIQUETA                                                                     ,1,5,5,0,18.59858367,0.189351058,0,0,0.4,0.414285714,0.071428571,0,0,0.8
ecu,2002,azuay,DP-UDC,azuay-2002,azuay-DP-UDC-2002,5,1.609437912,ASTUDILLO ASTUDILLO GERMAN BOLIVAR                                                                  ,0,1,1,0,28.63336047,1.913116071,0,0,0.4,0.414285714,0.071428571,0,0,0
ecu,2002,azuay,PSP/MUPP,azuay-2002,azuay-PSP/MUPP-2002,5,1.609437912,ANGUMBA AGUILAR PEDRO JAVIER                                                                        ,0,5,5,0,18.27415227,2.023159772,0,0,0.6,0.414285714,0.071428571,0,0,0.8
ecu,2002,azuay,PLRE,azuay-2002,azuay-PLRE-2002,5,1.609437912,MOLINA ALVARADO MARTHA EULALIA                                                                      ,1,2,3,1,17.59686974,0.409564948,0,0,0.4,0.414285714,0.071428571,0,0.2,0.2
ecu,2002,azuay,PLRE,azuay-2002,azuay-PLRE-2002,5,1.609437912,CORDERO CORDERO JORGE ALEJANDRO                                                                     ,0,3,2,-1,17.87946307,0.416142273,0,0,0.4,0.414285714,0.071428571,0,-0.2,0.4
ecu,2002,azuay,MPS,azuay-2002,azuay-MPS-2002,5,1.609437912,ORDOÑES RIVERA FABIOLA ALEXANDRA                                                                   ,1,4,3,-1,18.03486895,0.592718143,0,0,0.4,0.414285714,0.071428571,0,-0.2,0.6
ecu,2002,azuay,DP-UDC,azuay-2002,azuay-DP-UDC-2002,5,1.609437912,PEÑAHERRERA CALLE ELIZABETH DEL ROSARIO                                                            ,1,4,4,0,17.6835848,1.181515188,0,0,0.4,0.414285714,0.071428571,0,0,0.6
ecu,2002,azuay,PRIAN,azuay-2002,azuay-PRIAN-2002,5,1.609437912,MUÑOZ CAMPOVERDE JULIA NARCISA                                                                     ,1,3,5,2,17.80598508,1.463834201,0,0,0.4,0.414285714,0.071428571,0,0.4,0.4
ecu,2002,azuay,TSI,azuay-2002,azuay-TSI-2002,5,1.609437912,GUALPA PACHECO ROSA MARIA                                                                           ,1,2,2,0,19.50552864,0.19858461,0,0,0.4,0.414285714,0.071428571,0,0,0.2
ecu,2002,azuay,CFP,azuay-2002,azuay-CFP-2002,5,1.609437912,SEGARRA RUIZ ROMMEL JOSE                                                                            ,0,4,4,0,18.02916483,0.206426805,0,0,0.4,0.414285714,0.071428571,0,0,0.6
ecu,2002,azuay,CFP,azuay-2002,azuay-CFP-2002,5,1.609437912,CHERREZ BERNAL ESTHELA CATALINA                                                                     ,1,2,1,-1,23.79584622,0.272453026,0,0,0.4,0.414285714,0.071428571,0,-0.2,0.2
ecu,2002,azuay,PSC,azuay-2002,azuay-PSC-2002,5,1.609437912,DIAZ HEREDIA GABRIEL FELIPE                                                                         ,0,5,5,0,17.75460496,1.475218032,0,0,0.4,0.414285714,0.071428571,0,0,0.8
ecu,2002,azuay,PRE,azuay-2002,azuay-PRE-2002,5,1.609437912,LEON CASTILLO JAIME SILVERIO                                                                        ,0,1,1,0,26.22322783,1.290041045,0,0,0.4,0.414285714,0.071428571,0,0,0
ecu,2002,azuay,TSI,azuay-2002,azuay-TSI-2002,5,1.609437912,MOLINA BELTRAN MARCELO HERNAN                                                                       ,0,3,3,0,18.99614859,0.193398643,0,0,0.4,0.414285714,0.071428571,0,0,0.4
ecu,2002,azuay,PRIAN,azuay-2002,azuay-PRIAN-2002,5,1.609437912,ABRIL DELGADO JORGE ORLANDO                                                                         ,0,5,3,-2,18.8445265,1.549212935,0,0,0.4,0.414285714,0.071428571,0,-0.4,0.8
ecu,2002,azuay,PRE,azuay-2002,azuay-PRE-2002,5,1.609437912,MARTINEZ SARMIENTO ENMA KAYRA                                                                       ,1,3,2,-1,19.09083897,0.939166071,0,0,0.4,0.414285714,0.071428571,0,-0.2,0.4
ecu,2002,azuay,TSI,azuay-2002,azuay-TSI-2002,5,1.609437912,CONTRERAS VIDAL RAUL OSWALDO                                                                        ,0,4,4,0,18.89675736,0.192386747,0,0,0.4,0.414285714,0.071428571,0,0,0.6
ecu,2002,azuay,UN-UNO,azuay-2002,azuay-UN-UNO-2002,5,1.609437912,PERALTA MARIN SANDRA LORENA                                                                         ,1,4,4,0,17.54503963,0.461930571,0,0,0.4,0.414285714,0.071428571,0,0,0.6
ecu,2002,azuay,PRE,azuay-2002,azuay-PRE-2002,5,1.609437912,JARA IDROVO ESTHER MARIA                                                                            ,1,4,4,0,18.37091507,0.903749707,0,0,0.4,0.414285714,0.071428571,0,0,0.6
ecu,2002,azuay,DP-UDC,azuay-2002,azuay-DP-UDC-2002,5,1.609437912,GARCIA JARAMILLO SONIA DEL CARMEN                                                                   ,1,3,3,0,17.91075857,1.196693629,0,0,0.4,0.414285714,0.071428571,0,0,0.4
ecu,2002,azuay,PSC,azuay-2002,azuay-PSC-2002,5,1.609437912,MONSALVE AGUILERA MIGUEL ALFREDO                                                                    ,0,1,1,0,26.09225148,2.167987402,0,0,0.4,0.414285714,0.071428571,0,0,0
ecu,2002,azuay,CFP,azuay-2002,azuay-CFP-2002,5,1.609437912,CASTILLO NUNEZ ESTUARDO VITELIO                                                                     ,0,1,2,1,22.60273973,0.258792428,0,0,0.4,0.414285714,0.071428571,0,0.2,0
ecu,2002,azuay,TSI,azuay-2002,azuay-TSI-2002,5,1.609437912,BERREZUETA BERREZUETA MANUEL RUBEN OSWALDO                                                          ,0,1,1,0,24.00298174,0.244372909,0,0,0.4,0.414285714,0.071428571,0,0,0
ecu,2002,azuay,UN-UNO,azuay-2002,azuay-UN-UNO-2002,5,1.609437912,BRAVO VIDAL OSCAR ALEJANDRO                                                                         ,0,5,5,0,16.98774922,0.447258078,0,0,0.4,0.414285714,0.071428571,0,0,0.8
ecu,2002,azuay,DP-UDC,azuay-2002,azuay-DP-UDC-2002,5,1.609437912,ROBALINO PEÑA ERNESTO MARCELO                                                                      ,0,2,2,0,19.89284971,1.329125532,0,0,0.4,0.414285714,0.071428571,0,0,0.2
ecu,2002,azuay,PSP/MUPP,azuay-2002,azuay-PSP/MUPP-2002,5,1.609437912,CORRALES ORTEGA ROSA ALICIA                                                                         ,1,3,3,0,18.93565488,2.096395753,0,0,0.6,0.414285714,0.071428571,0,0,0.4
ecu,2002,azuay,PSC,azuay-2002,azuay-PSC-2002,5,1.609437912,BARZALLO SEADE MARIA AGUSTA                                                                         ,1,4,4,0,17.98751713,1.494570545,0,0,0.4,0.414285714,0.071428571,0,0,0.6
ecu,2002,azuay,DP-UDC,azuay-2002,azuay-DP-UDC-2002,5,1.609437912,CASTILLO MARIN HUGO PAULINO                                                                         ,0,5,5,0,15.87944645,1.060973065,0,0,0.4,0.414285714,0.071428571,0,0,0.8
ecu,2002,azuay,ID,azuay-2002,azuay-ID-2002,5,1.609437912,ORDOÑEZ ARAY DARIO ALBERTO                                                                         ,0,5,5,0,17.23251205,5.729988173,0,0,0.4,0.414285714,0.071428571,0,0,0.8
ecu,2002,azuay,PRIAN,azuay-2002,azuay-PRIAN-2002,5,1.609437912,VERA RODAS ROLANDO PATRICIO                                                                         ,0,2,2,0,21.60320025,1.776004149,0,0,0.4,0.414285714,0.071428571,0,0,0.2
ecu,2002,azuay,MCNP,azuay-2002,azuay-MCNP-2002,5,1.609437912,VILLAVICENCIO PALACIOS JORGE OSWALDO                                                                ,0,1,1,0,32.52317199,1.797506941,0,0,0.4,0.414285714,0.071428571,0,0,0
ecu,2002,azuay,PRE,azuay-2002,azuay-PRE-2002,5,1.609437912,PALACIOS CORDERO PATRICIO ANTONIO                                                                   ,0,5,5,0,17.89525107,0.88034961,0,0,0.4,0.414285714,0.071428571,0,0,0.8
ecu,2002,azuay,CFP,azuay-2002,azuay-CFP-2002,5,1.609437912,TORRES RIERA LUIS ALBERTO                                                                           ,0,5,5,0,15.53247901,0.17784074,0,0,0.4,0.414285714,0.071428571,0,0,0.8
ecu,2002,azuay,PRE,azuay-2002,azuay-PRE-2002,5,1.609437912,GUILLERMO RIOS JORGE VICENTE                                                                        ,0,2,3,1,18.41976705,0.906152961,0,0,0.4,0.414285714,0.071428571,0,0.2,0.2
ecu,2002,azuay,PL,azuay-2002,azuay-PL-2002,5,1.609437912,NARANJO DIAZ INES GUADALUPE                                                                         ,1,3,3,0,15.04486657,0.326589467,0,0,0.4,0.414285714,0.071428571,0,0,0.4
ecu,2002,azuay,MCNP,azuay-2002,azuay-MCNP-2002,5,1.609437912,PALACIO POLO PABLO ALFREDO                                                                          ,0,3,4,1,15.53266964,0.858467357,0,0,0.4,0.414285714,0.071428571,0,0.2,0.4
ecu,2002,azuay,PL,azuay-2002,azuay-PL-2002,5,1.609437912,MACHADO BARROS JULIO BENJAMIN                                                                       ,0,5,4,-1,14.7476984,0.32013863,0,0,0.4,0.414285714,0.071428571,0,-0.2,0.8
ecu,2002,azuay,PSP/MUPP,azuay-2002,azuay-PSP/MUPP-2002,5,1.609437912,GARCIA VERDUGO ANGELICA MARIA                                                                       ,1,4,4,0,18.58833745,2.057943701,0,0,0.6,0.414285714,0.071428571,0,0,0.6
ecu,2002,azuay,ID,azuay-2002,azuay-ID-2002,5,1.609437912,GONZALEZ ALBORNOZ CARLOS BENJAMIN                                                                   ,0,1,1,0,26.98597464,8.973115185,0,1,0.4,0.414285714,0.071428571,0,0,0
ecu,2002,azuay,PRIAN,azuay-2002,azuay-PRIAN-2002,5,1.609437912,HIDALGO CARRASCO MARIA SOLEDAD                                                                      ,1,4,4,0,18.03523348,1.482680766,0,0,0.4,0.414285714,0.071428571,0,0,0.6
ecu,2002,azuay,MPS,azuay-2002,azuay-MPS-2002,5,1.609437912,VASQUEZ CUESTA CARLOS FRANCISCO                                                                     ,0,1,1,0,37.96328369,1.247667896,0,0,0.4,0.414285714,0.071428571,0,0,0
ecu,2002,azuay,UN-UNO,azuay-2002,azuay-UN-UNO-2002,5,1.609437912,TAPIA MONTALVAN CLAUDIO MARCELO                                                                     ,0,1,1,0,28.23925054,0.743490662,0,0,0.4,0.414285714,0.071428571,0,0,0
ecu,2002,azuay,MCNP,azuay-2002,azuay-MCNP-2002,5,1.609437912,HUERTA MERCHAN LYHUWA VERONICA                                                                      ,1,4,5,1,13.79105161,0.76221074,0,0,0.4,0.414285714,0.071428571,0,0.2,0.6
ecu,2002,azuay,MCNP,azuay-2002,azuay-MCNP-2002,5,1.609437912,ESPINOZA VINTIMILLA DIEGO RAFAEL                                                                    ,0,5,3,-2,16.43666323,0.908429727,0,0,0.4,0.414285714,0.071428571,0,-0.4,0.8
ecu,2002,azuay,PSC,azuay-2002,azuay-PSC-2002,5,1.609437912,LEON CASTILLO OCTAVIO PATRICIO                                                                      ,0,2,3,1,18.92677729,1.572613032,0,0,0.4,0.414285714,0.071428571,0,0.2,0.2
ecu,2002,azuay,PL,azuay-2002,azuay-PL-2002,5,1.609437912,BOJORQUE BOJORQUE IRMA LUCIA PATRICIA                                                               ,1,4,5,1,13.61146719,0.295473662,0,0,0.4,0.414285714,0.071428571,0,0.2,0.6
ecu,2002,azuay,CFP,azuay-2002,azuay-CFP-2002,5,1.609437912,SARANGO GONZALEZ DOLORES LUCIA                                                                      ,1,3,3,0,20.03977022,0.229447441,0,0,0.4,0.414285714,0.071428571,0,0,0.4
ecu,2002,azuay,PL,azuay-2002,azuay-PL-2002,5,1.609437912,TORRES VALDEZ PABLO EDISON                                                                          ,0,2,2,0,16.08786855,0.349230643,0,0,0.4,0.414285714,0.071428571,0,0,0.2
ecu,2002,azuay,MPS,azuay-2002,azuay-MPS-2002,5,1.609437912,VICUÑA LOPEZ ANGEL GUILLERMO                                                                       ,0,2,2,0,18.41973598,0.605366844,0,0,0.4,0.414285714,0.071428571,0,0,0.2
ecu,2002,azuay,MCNP,azuay-2002,azuay-MCNP-2002,5,1.609437912,UGALDE NORITZ MARTA ESPERANZA                                                                       ,1,2,2,0,21.71644353,1.200235266,0,0,0.4,0.414285714,0.071428571,0,0,0.2
ecu,2002,azuay,UN-UNO,azuay-2002,azuay-UN-UNO-2002,5,1.609437912,QUEVEDO ARMIJOS LOYDA MABEL                                                                         ,1,3,2,-1,19.06317559,0.501900467,0,0,0.4,0.414285714,0.071428571,0,-0.2,0.4
ecu,2002,azuay,MPS,azuay-2002,azuay-MPS-2002,5,1.609437912,LEON ALVARADO BORIS DANILO                                                                          ,0,5,5,0,12.04248932,0.395777864,0,0,0.4,0.414285714,0.071428571,0,0,0.8
ecu,2002,azuay,PSC,azuay-2002,azuay-PSC-2002,5,1.609437912,DURAN CORDOVA ANA LUCIA                                                                             ,1,3,2,-1,19.23884914,1.59854287,0,0,0.4,0.414285714,0.071428571,0,-0.2,0.4
ecu,2002,azuay,UN-UNO,azuay-2002,azuay-UN-UNO-2002,5,1.609437912,RODAS RODAS JAIME ENRIQUE                                                                           ,0,2,3,1,18.16478501,0.478247396,0,0,0.4,0.414285714,0.071428571,0,0.2,0.2
ecu,2002,azuay,MPS,azuay-2002,azuay-MPS-2002,5,1.609437912,ALVARADO CARDENAS LAURA CRISTINA                                                                    ,1,3,4,1,13.53962206,0.444981312,0,0,0.4,0.414285714,0.071428571,0,0.2,0.4
ecu,2002,azuay,PL,azuay-2002,azuay-PL-2002,5,1.609437912,RAMIREZ PONCE FRANCISCO EFRAIN                                                                      ,0,1,1,0,40.50809929,0.879337714,0,0,0.4,0.414285714,0.071428571,0,0,0
ecu,2002,bolivar,PSP,bolivar-2002,bolivar-PSP-2002,3,1.098612289,LUCIO QUINTANA ARACELI BEATRIZ                                                                      ,1,2,2,0,30.78743683,3.479059143,0,0,0.666666667,0.4,0,0,0,0.333333333
ecu,2002,bolivar,PSC,bolivar-2002,bolivar-PSC-2002,3,1.098612289,VASQUEZ VACA NARCISA MARISOL                                                                        ,1,3,3,0,25.68122183,2.759104249,0,0,0.333333333,0.4,0,0,0,0.666666667
ecu,2002,bolivar,PSC,bolivar-2002,bolivar-PSC-2002,3,1.098612289,FIGUEROA AGUIAR EDGAR LEONIDAS                                                                      ,0,1,1,0,40.67146606,4.36960576,0,0,0.333333333,0.4,0,0,0,0
ecu,2002,bolivar,MPD,bolivar-2002,bolivar-MPD-2002,3,1.098612289,BARRAGAN MORALES LUIS ANTONIO                                                                       ,0,3,2,-1,32.44047619,0.393951222,0,0,0.333333333,0.4,0,0,-0.333333333,0.666666667
ecu,2002,bolivar,MPD,bolivar-2002,bolivar-MPD-2002,3,1.098612289,TOAPANTA LIZANO JENNY JUDITH                                                                        ,1,2,3,1,29.28571429,0.35564037,0,0,0.333333333,0.4,0,0,0.333333333,0.333333333
ecu,2002,bolivar,CFP,bolivar-2002,bolivar-CFP-2002,3,1.098612289,CHAVEZ CANALES HOLGER EZEQUIEL                                                                      ,0,1,1,0,60.4274055,4.067456015,0,0,0.333333333,0.4,0,0,0,0
ecu,2002,bolivar,PSP,bolivar-2002,bolivar-PSP-2002,3,1.098612289,LARA TAPIA MARIA ELENA                                                                              ,1,3,3,0,26.65515256,3.012100447,0,0,0.666666667,0.4,0,0,0,0.666666667
ecu,2002,bolivar,PSP,bolivar-2002,bolivar-PSP-2002,3,1.098612289,TAPIA LOMBEYDA LUIS FERNANDO                                                                        ,0,1,1,0,42.55741061,4.809096298,0,0,0.666666667,0.4,0,0,0,0
ecu,2002,bolivar,PRE,bolivar-2002,bolivar-PRE-2002,3,1.098612289,PINOS MOYANO MIRIAN YOLANDA                                                                         ,1,3,3,0,27.07643944,2.365875873,0,0,0.666666667,0.4,0,0,0,0.666666667
ecu,2002,bolivar,PRIAN,bolivar-2002,bolivar-PRIAN-2002,3,1.098612289,ROSERO ALDAS EGDA GEORGINA                                                                          ,1,3,2,-1,29.91867599,1.515808648,0,0,0.333333333,0.4,0,0,-0.333333333,0.666666667
ecu,2002,bolivar,MIAJ,bolivar-2002,bolivar-MIAJ-2002,3,1.098612289,AREVALO CALLAN MOISES                                                                               ,0,1,1,0,42.61828531,0.865969843,0,0,0.333333333,0.4,0,0,0,0
ecu,2002,bolivar,MIAJ,bolivar-2002,bolivar-MIAJ-2002,3,1.098612289,CHIMBORAZO PUNINA LUIS AURELIO                                                                      ,0,2,3,1,28.45962291,0.578277024,0,0,0.333333333,0.4,0,0,0.333333333,0.333333333
ecu,2002,bolivar,CFP,bolivar-2002,bolivar-CFP-2002,3,1.098612289,GARCIA SANCHEZ LAURA CARMITA                                                                        ,1,3,3,0,16.29080756,1.096557806,0,0,0.333333333,0.4,0,0,0,0.666666667
ecu,2002,bolivar,PRE,bolivar-2002,bolivar-PRE-2002,3,1.098612289,SANCHEZ RIBADENEIRA BOLIVAR NAPOLEON                                                                ,0,1,1,0,39.55989411,3.456650909,0,1,0.666666667,0.4,0,0,0,0
ecu,2002,bolivar,MPS,bolivar-2002,bolivar-MPS-2002,3,1.098612289,VALLADOLID PAZMIÑO MARCIA ISABEL                                                                   ,1,3,3,0,26.68810289,0.419973688,0,0,0.333333333,0.4,0,0,0,0.666666667
ecu,2002,bolivar,PSC,bolivar-2002,bolivar-PSC-2002,3,1.098612289,GARCIA GONZALEZ JOSE VICENTE                                                                        ,0,2,2,0,33.64731212,3.614954244,0,0,0.333333333,0.4,0,0,0,0.333333333
ecu,2002,bolivar,PRIAN,bolivar-2002,bolivar-PRIAN-2002,3,1.098612289,ZAPATA ACUÑA PRESLEY WASHINTON                                                                     ,0,1,1,0,43.18733057,2.188055688,0,0,0.333333333,0.4,0,0,0,0
ecu,2002,bolivar,MPS,bolivar-2002,bolivar-MPS-2002,3,1.098612289,GAIBOR GAIBOR FILADELFO ABSALON                                                                     ,0,1,1,0,42.67340377,0.671524194,0,0,0.333333333,0.4,0,0,0,0
ecu,2002,bolivar,UN-UNO/AN,bolivar-2002,bolivar-UN-UNO/AN-2002,3,1.098612289,RIVADENEIRA ILVES CARLOS WILFRIDO                                                                   ,0,1,1,0,37.07865169,0.310101054,0,0,0.333333333,0.4,0,0,0,0
ecu,2002,bolivar,PRIAN,bolivar-2002,bolivar-PRIAN-2002,3,1.098612289,POZO ANGULO JOSE RODRIGO                                                                            ,0,2,3,1,26.89399344,1.362565237,0,0,0.333333333,0.4,0,0,0.333333333,0.333333333
ecu,2002,bolivar,CFP,bolivar-2002,bolivar-CFP-2002,3,1.098612289,MORA MORA CRISTOBAL GERARDO                                                                         ,0,2,2,0,23.28178694,1.567130734,0,0,0.333333333,0.4,0,0,0,0.333333333
ecu,2002,bolivar,DP-UDC,bolivar-2002,bolivar-DP-UDC-2002,3,1.098612289,FIERRO MONTERO PABLO RODRIGO                                                                        ,0,2,3,1,23.72523008,4.136849258,0,0,0.333333333,0.4,0,0,0.333333333,0.333333333
ecu,2002,bolivar,PRE,bolivar-2002,bolivar-PRE-2002,3,1.098612289,ROMERO CARRERA ERNESTINA ELISA                                                                      ,1,2,2,0,33.36366645,2.915239045,0,0,0.666666667,0.4,0,0,0,0.333333333
ecu,2002,bolivar,MIAJ,bolivar-2002,bolivar-MIAJ-2002,3,1.098612289,AREVALO NINABANDA ROSA ELENA                                                                        ,1,3,2,-1,28.92209178,0.587674025,0,0,0.333333333,0.4,0,0,-0.333333333,0.666666667
ecu,2002,bolivar,ID,bolivar-2002,bolivar-ID-2002,3,1.098612289,BAYAS MANOBANDA MARIA NORMA                                                                         ,1,3,3,0,26.55807365,3.252808258,0,0,0.333333333,0.4,0,0,0,0.666666667
ecu,2002,bolivar,PS-FA,bolivar-2002,bolivar-PS-FA-2002,3,1.098612289,PAUCAR CHISAG SEGUNDO MATIAS                                                                        ,0,2,3,1,25.77238952,0.476355698,0,0,0.333333333,0.4,0,0,0.333333333,0.333333333
ecu,2002,bolivar,TSI/MIB,bolivar-2002,bolivar-TSI/MIB-2002,3,1.098612289,NARANJO MESA MIRIAN JANETH                                                                          ,1,3,3,0,26.43142477,0.286969973,0,0,0.666666667,0.4,0,0,0,0.666666667
ecu,2002,bolivar,TSI/MIB,bolivar-2002,bolivar-TSI/MIB-2002,3,1.098612289,BAZANTE CISNEROS FAUSTO GERMAN                                                                      ,0,1,1,0,46.4713715,0.504546703,0,0,0.666666667,0.4,0,0,0,0
ecu,2002,bolivar,PS-FA,bolivar-2002,bolivar-PS-FA-2002,3,1.098612289,GARCIA ATIENCIA CARMEN GEOVANA                                                                      ,1,3,2,-1,26.63277278,0.492258316,0,0,0.333333333,0.4,0,0,-0.333333333,0.666666667
ecu,2002,bolivar,TSI/MIB,bolivar-2002,bolivar-TSI/MIB-2002,3,1.098612289,MONTERO GARCIA SONIA YONOR                                                                          ,1,2,2,0,27.09720373,0.294198436,0,0,0.666666667,0.4,0,0,0,0.333333333
ecu,2002,bolivar,MPS,bolivar-2002,bolivar-MPS-2002,3,1.098612289,VELOZ VELARDE EDISON ENRIQUE                                                                        ,0,2,2,0,30.63849334,0.482138468,0,0,0.333333333,0.4,0,0,0,0.333333333
ecu,2002,bolivar,UN-UNO/AN,bolivar-2002,bolivar-UN-UNO/AN-2002,3,1.098612289,SILVA FIERRO LAURA JANETH                                                                           ,1,2,2,0,32.75713051,0.27395874,0,0,0.333333333,0.4,0,0,0,0.333333333
ecu,2002,bolivar,ID,bolivar-2002,bolivar-ID-2002,3,1.098612289,PAZMINO GRANIZO WILIMPER SOCRATES ERNESTO                                                           ,0,1,1,0,45.10151086,5.523991268,0,0,0.333333333,0.4,0,0,0,0
ecu,2002,bolivar,ID,bolivar-2002,bolivar-ID-2002,3,1.098612289,ESPINOZA CHIMBO FREDDY VINICIO                                                                      ,0,2,2,0,28.34041549,3.471107834,0,0,0.333333333,0.4,0,0,0,0.333333333
ecu,2002,bolivar,PL,bolivar-2002,bolivar-PL-2002,3,1.098612289,MANZANO CADENA INES ETELVINA                                                                        ,1,2,2,0,22.98893681,0.886209539,0,0,0.333333333,0.4,0,0,0,0.333333333
ecu,2002,bolivar,UN-UNO/AN,bolivar-2002,bolivar-UN-UNO/AN-2002,3,1.098612289,CARDENAS ESPINOZA RAUL ANIBAL                                                                       ,0,3,3,0,30.1642178,0.252273352,0,0,0.333333333,0.4,0,0,0,0.666666667
ecu,2002,bolivar,MUPP,bolivar-2002,bolivar-MUPP-2002,3,1.098612289,PILAMUNGA CARLOS MANUEL                                                                             ,0,2,2,0,32.34376477,4.945714244,0,0,0.333333333,0.4,0,0,0,0.333333333
ecu,2002,bolivar,PL,bolivar-2002,bolivar-PL-2002,3,1.098612289,GAIBOR DE LA PARED NUMA MARCIAL                                                                     ,0,3,3,0,21.5263454,0.829827529,0,0,0.333333333,0.4,0,0,0,0.666666667
ecu,2002,bolivar,MUPP,bolivar-2002,bolivar-MUPP-2002,3,1.098612289,COBOS REYNA MAGDALENA                                                                               ,1,3,3,0,30.17868961,4.614650648,0,0,0.333333333,0.4,0,0,0,0.666666667
ecu,2002,bolivar,PL,bolivar-2002,bolivar-PL-2002,3,1.098612289,CALLES LLANOS JAIME OSWALDO                                                                         ,0,1,1,0,55.48471779,2.138902141,0,0,0.333333333,0.4,0,0,0,0
ecu,2002,bolivar,MUPP,bolivar-2002,bolivar-MUPP-2002,3,1.098612289,MORA MONAR MANUEL MESIAS                                                                            ,0,1,1,0,37.47754562,5.730725304,0,0,0.333333333,0.4,0,0,0,0
ecu,2002,bolivar,DP-UDC,bolivar-2002,bolivar-DP-UDC-2002,3,1.098612289,DE MORA MONCAYO LUIS MARCELO                                                                        ,0,1,1,0,52.2676395,9.113645892,0,0,0.333333333,0.4,0,0,0,0
ecu,2002,bolivar,DP-UDC,bolivar-2002,bolivar-DP-UDC-2002,3,1.098612289,ALVARADO AGUILERA REBECA ESTHER                                                                     ,1,3,2,-1,24.00713042,4.186002805,0,0,0.333333333,0.4,0,0,-0.333333333,0.666666667
ecu,2002,bolivar,PS-FA,bolivar-2002,bolivar-PS-FA-2002,3,1.098612289,GONZALEZ TEJADA CARLOS EDUARDO                                                                      ,0,1,1,0,47.5948377,0.879703922,0,0,0.333333333,0.4,0,0,0,0
ecu,2002,bolivar,MPD,bolivar-2002,bolivar-MPD-2002,3,1.098612289,BONILLA BONILLA CARLOS VINICIO                                                                      ,0,1,1,0,38.27380952,0.464790158,0,0,0.333333333,0.4,0,0,0,0
